batch_id,timestamp,machine_id,temperature,pressure,ph_level,batch_yield
BATCH-01223,2025-01-11 01:01:24,INSP-UNIT-2,36.68,2.078,6.983,89.797
BATCH-01484,2025-01-16 22:08:01,BIO-FILL-01,37.635,2.016,6.912,92.844
BATCH-01219,2025-01-12 09:27:47,INSP-UNIT-1,37.368,2.021,7.154,90.576
BATCH-01129,2025-01-26 03:38:54,INSP-UNIT-2,37.436,2.079,7.213,92.379
BATCH-01447,2025-01-09 00:48:11,PACK-LINE-X,43.859,2.082,8.411,121.535
BATCH-01305,2025-01-19 20:32:42,INSP-UNIT-1,36.753,2.192,,91.494
BATCH-01349,2025-01-15 00:21:23,INSP-UNIT-1,37.871,2.131,7.115,91.57
BATCH-01402,2025-01-10 15:20:26,FORM-LINE-A,37.622,2.053,,89.985
BATCH-01307,2025-01-14 07:50:07,BIO-FILL-03,,0.642,8.027,115.398
BATCH-01398,2025-01-07 13:04:58,FORM-LINE-A,37.374,2.102,7.091,94.852
BATCH-01311,2025-01-31 19:33:13,BIO-FILL-02,37.211,2.123,7.124,93.856
BATCH-01294,2025-01-08 08:13:36,PACK-LINE-X,37.121,2.025,7.132,94.511
BATCH-01390,2025-01-13 12:40:43,BIO-FILL-01,37.406,2.139,7.345,93.614
BATCH-01361,2025-01-25 16:39:51,FORM-LINE-B,37.347,2.106,6.968,91.589
BATCH-01112,2025-01-26 16:05:10,INSP-UNIT-2,37.98,2.194,7.227,
BATCH-01179,2025-01-25 19:52:16,FORM-LINE-B,36.883,2.262,7.297,92.18
BATCH-01440,2025-01-11 10:24:10,FORM-LINE-A,,2.133,7.243,94.123
BATCH-01360,2025-01-25 02:33:44,FORM-LINE-A,37.424,2.045,7.227,94.55
BATCH-01364,2025-01-28 18:02:10,INSP-UNIT-1,37.351,1.93,7.058,94.367
BATCH-01314,2025-02-02 03:12:31,BIO-FILL-02,37.263,1.968,6.989,93.619
BATCH-01151,2025-01-28 00:34:57,PACK-LINE-X,37.006,2.291,7.21,95.088
BATCH-01383,2025-01-14 04:42:55,FORM-LINE-A,37.828,1.988,6.999,93.065
BATCH-01233,2025-01-11 03:42:57,BIO-FILL-01,37.162,2.088,7.097,93.361
BATCH-01477,2025-01-24 16:31:34,BIO-FILL-03,37.355,2.258,7.199,93.804
BATCH-01331,2025-01-28 20:25:24,FORM-LINE-A,36.844,2.206,7.376,93.089
BATCH-01164,2025-01-10 05:12:39,PACK-LINE-X,37.009,2.209,7.111,93.925
BATCH-01317,2025-02-01 00:12:55,FORM-LINE-B,30.371,3.837,5.678,113.248
BATCH-01136,2025-01-20 16:54:24,BIO-FILL-01,36.853,2.072,7.156,90.201
BATCH-01197,2025-01-09 01:49:58,INSP-UNIT-2,37.014,2.153,7.086,93.694
BATCH-01258,2025-01-11 05:15:30,BIO-FILL-03,36.685,1.938,7.216,91.398
BATCH-01232,2025-01-27 17:32:21,BIO-FILL-02,37.645,2.103,7.032,93.564
BATCH-01115,2025-01-06 13:04:17,INSP-UNIT-2,36.809,1.933,5.71,95.147
BATCH-01120,2025-01-25 14:44:53,BIO-FILL-01,37.357,2.198,7.267,94.022
BATCH-01371,2025-01-07 14:14:46,BIO-FILL-01,37.796,3.474,5.846,65.769
BATCH-01224,2025-01-12 10:17:42,INSP-UNIT-1,37.01,1.841,7.045,93.088
BATCH-01429,2025-01-23 03:53:15,PACK-LINE-X,36.891,2.056,7.052,92.945
BATCH-01515,2025-01-31 16:26:27,FORM-LINE-B,36.927,1.907,7.032,93.51
BATCH-01127,2025-02-03 20:15:18,BIO-FILL-01,37.267,2.101,7.127,93.602
BATCH-01518,2025-01-11 19:23:13,INSP-UNIT-2,37.077,1.968,7.178,90.997
BATCH-01285,2025-01-30 01:26:48,FORM-LINE-A,37.523,2.253,7.064,93.692
BATCH-01438,2025-01-19 14:53:12,INSP-UNIT-1,37.14,2.067,7.173,93.003
BATCH-01107,2025-01-12 14:27:31,BIO-FILL-01,36.631,2.211,,90.491
BATCH-01394,2025-01-09 06:00:33,FORM-LINE-A,36.868,2.155,7.134,93.086
BATCH-01346,2025-01-09 15:51:15,INSP-UNIT-1,45.39,3.418,8.313,92.143
BATCH-01133,2025-01-14 16:34:25,BIO-FILL-03,37.76,2.032,7.049,88.773
BATCH-01448,2025-01-22 23:32:52,BIO-FILL-02,36.722,2.035,7.122,91.871
BATCH-01044,2025-01-13 03:56:32,PACK-LINE-X,37.739,2.153,7.175,95.213
BATCH-01492,2025-01-07 09:29:52,INSP-UNIT-2,36.668,1.948,6.817,91.823
BATCH-01065,2025-01-09 16:10:28,BIO-FILL-01,36.876,2.149,6.968,95.247
BATCH-01283,2025-01-18 11:09:01,FORM-LINE-B,37.62,2.047,7.166,91.92
BATCH-01085,2025-01-06 22:34:24,PACK-LINE-X,36.615,1.986,7.123,93.76
BATCH-01242,2025-01-25 02:15:29,BIO-FILL-03,37.366,2.245,6.955,90.841
BATCH-01186,2025-01-12 00:22:57,FORM-LINE-A,37.746,1.977,7.16,93.552
BATCH-01420,2025-01-19 10:18:14,BIO-FILL-02,,2.095,7.024,95.543
BATCH-01159,2025-01-13 01:26:36,PACK-LINE-X,38.068,2.061,7.133,
BATCH-01012,2025-01-08 03:07:44,BIO-FILL-03,36.925,,7.085,91.052
BATCH-01035,2025-01-11 04:43:02,BIO-FILL-03,43.815,3.309,5.684,92.308
BATCH-01028,2025-01-19 04:20:48,FORM-LINE-A,31.464,0.495,8.305,92.974
BATCH-01170,2025-01-28 21:31:21,BIO-FILL-02,36.88,1.964,7.033,89.073
BATCH-01142,2025-01-15 21:48:21,PACK-LINE-X,37.236,2.279,7.048,92.836
BATCH-01425,2025-01-19 00:37:04,FORM-LINE-A,37.443,2.22,7.051,89.685
BATCH-01482,2025-01-07 05:52:04,PACK-LINE-X,37.017,2.211,7.089,93.759
BATCH-01221,2025-01-29 08:06:51,BIO-FILL-01,37.376,2.037,7.102,91.407
BATCH-01095,2025-01-18 14:18:07,PACK-LINE-X,37.351,2.205,7.016,90.13
BATCH-01051,2025-01-16 09:32:00,INSP-UNIT-1,36.226,2.092,7.041,92.053
BATCH-01240,2025-01-16 01:12:54,BIO-FILL-03,36.979,2.133,7.19,91.566
BATCH-01396,2025-01-15 20:40:50,FORM-LINE-A,37.464,2.212,7.067,93.347
BATCH-01351,2025-02-01 16:41:21,FORM-LINE-A,36.586,2.247,7.133,93.494
BATCH-01404,2025-01-20 03:50:51,BIO-FILL-01,38.235,2.058,7.236,92.995
BATCH-01178,2025-01-24 03:17:33,BIO-FILL-02,37.553,2.105,7.173,92.379
BATCH-01041,2025-01-28 00:54:10,PACK-LINE-X,37.435,2.177,7.007,92.411
BATCH-01465,2025-02-02 09:44:53,PACK-LINE-X,37.144,2.256,7.304,94.369
BATCH-01508,2025-02-01 03:17:13,INSP-UNIT-1,37.611,2.054,7.005,92.441
BATCH-01206,2025-01-17 10:05:53,BIO-FILL-01,37.332,2.04,7.163,90.165
BATCH-01282,2025-01-11 08:36:41,INSP-UNIT-1,37.412,2.03,7.184,93.243
BATCH-01358,2025-01-10 11:11:33,INSP-UNIT-2,36.682,2.143,7.102,91.538
BATCH-01254,2025-01-22 08:47:02,FORM-LINE-A,37.165,2.077,7.137,93.87
BATCH-01439,2025-01-16 14:51:12,BIO-FILL-03,37.382,2.176,7.161,90.975
BATCH-01004,2025-02-02 10:31:30,FORM-LINE-A,37.031,2.291,6.897,94.179
BATCH-01256,2025-01-30 05:08:21,INSP-UNIT-2,37.618,2.107,7.152,
BATCH-01478,2025-01-06 21:41:56,INSP-UNIT-2,37.06,2.011,7.196,93.814
BATCH-01100,2025-01-10 11:52:29,FORM-LINE-B,37.367,1.922,7.25,93.482
BATCH-01226,2025-01-11 08:45:47,BIO-FILL-01,36.524,2.1,7.061,93.331
BATCH-01517,2025-01-30 07:38:41,INSP-UNIT-1,,2.061,7.116,92.355
BATCH-01213,2025-01-10 12:55:36,BIO-FILL-03,37.021,2.181,,91.704
BATCH-01449,2025-01-17 12:14:13,BIO-FILL-03,37.354,2.121,7.174,93.715
BATCH-01171,2025-01-27 21:34:24,FORM-LINE-B,37.456,2.126,7.045,91.493
BATCH-01098,2025-02-02 08:00:32,BIO-FILL-03,44.787,0.425,6.124,71.501
BATCH-01292,2025-01-21 15:46:30,PACK-LINE-X,37.294,2.053,7.08,92.957
BATCH-01215,2025-01-18 23:47:17,INSP-UNIT-1,37.491,2.048,7.057,91.684
BATCH-01061,2025-01-23 18:20:37,PACK-LINE-X,37.18,2.129,7.053,92.826
BATCH-01047,2025-01-28 07:55:05,INSP-UNIT-2,37.004,2.185,7.136,91.461
BATCH-01032,2025-02-02 05:07:11,PACK-LINE-X,37.107,2.21,7.066,93.453
BATCH-01267,2025-01-09 02:40:54,FORM-LINE-B,36.1,2.206,6.977,92.819
BATCH-01327,2025-01-14 16:45:18,INSP-UNIT-2,36.954,2.187,7.037,92.268
BATCH-01200,2025-02-01 23:09:13,PACK-LINE-X,37.696,2.009,7.144,93.838
BATCH-01476,2025-02-03 13:29:20,BIO-FILL-01,37.79,2.081,7.094,92.638
BATCH-01027,2025-01-14 21:17:16,BIO-FILL-01,37.19,1.907,7.115,92.476
BATCH-01415,2025-01-11 14:17:22,BIO-FILL-02,37.395,2.343,7.143,90.434
BATCH-01230,2025-01-18 05:14:35,BIO-FILL-01,37.237,2.126,7.179,94.342
BATCH-01260,2025-01-06 12:33:52,BIO-FILL-01,37.539,2.092,7.017,90.6
BATCH-01378,2025-01-27 09:20:58,INSP-UNIT-1,37.635,2.063,7.054,91.087
BATCH-01288,2025-01-18 23:27:48,BIO-FILL-01,37.36,2.164,7.165,96.531
BATCH-01162,2025-01-08 00:54:36,BIO-FILL-01,37.054,2.208,,91.032
BATCH-01391,2025-01-31 03:45:13,PACK-LINE-X,37.819,2.129,6.993,92.325
BATCH-01452,2025-01-28 13:22:19,FORM-LINE-A,37.387,2.079,7.025,92.235
BATCH-01138,2025-01-17 13:29:34,FORM-LINE-B,37.197,2.05,7.147,93.262
BATCH-01062,2025-01-30 11:26:32,INSP-UNIT-2,36.876,2.253,7.137,92.814
BATCH-01135,2025-01-26 17:06:56,INSP-UNIT-1,36.69,2.008,7.0,91.348
BATCH-01128,2025-01-24 01:27:53,BIO-FILL-03,37.121,2.112,6.975,96.409
BATCH-01510,2025-01-10 02:03:59,BIO-FILL-03,37.206,2.064,7.092,92.226
BATCH-01008,2025-01-21 07:28:25,PACK-LINE-X,36.621,2.172,7.016,91.73
BATCH-01326,2025-01-19 19:08:17,INSP-UNIT-2,37.159,2.082,7.108,92.258
BATCH-01496,2025-01-30 09:57:38,INSP-UNIT-2,36.932,2.108,7.082,90.664
BATCH-01064,2025-02-03 11:41:59,FORM-LINE-A,36.934,2.115,7.134,95.314
BATCH-01300,2025-02-02 14:18:11,INSP-UNIT-2,37.162,2.001,7.087,92.615
BATCH-01014,2025-01-17 06:25:48,INSP-UNIT-2,37.926,2.182,7.129,93.845
BATCH-01156,2025-01-10 23:49:34,BIO-FILL-02,36.743,2.115,7.084,90.72
BATCH-01040,2025-01-08 04:07:08,PACK-LINE-X,38.134,2.203,6.948,91.774
BATCH-01379,2025-01-09 12:21:04,BIO-FILL-01,37.439,2.163,7.109,88.913
BATCH-01490,2025-02-02 02:01:26,INSP-UNIT-2,37.438,2.102,7.053,90.885
BATCH-01455,2025-01-23 23:04:59,INSP-UNIT-2,37.103,2.054,7.118,93.393
BATCH-01216,2025-01-07 04:56:51,INSP-UNIT-1,37.301,2.171,6.903,92.173
BATCH-01409,2025-01-25 18:19:02,PACK-LINE-X,36.906,2.073,7.116,92.666
BATCH-01279,2025-01-20 07:01:55,INSP-UNIT-1,37.552,2.167,6.979,93.751
BATCH-01464,2025-02-03 01:57:57,INSP-UNIT-2,37.651,2.123,7.078,88.639
BATCH-01460,2025-01-08 17:51:08,INSP-UNIT-2,36.447,2.072,7.185,92.427
BATCH-01337,2025-01-11 22:05:11,BIO-FILL-01,37.287,2.12,7.038,92.026
BATCH-01236,2025-01-23 14:06:43,FORM-LINE-A,,2.072,7.131,93.724
BATCH-01207,2025-01-23 22:01:15,BIO-FILL-03,37.762,1.979,7.267,93.129
BATCH-01212,2025-01-06 02:58:19,FORM-LINE-B,36.804,2.011,7.03,92.142
BATCH-01295,2025-01-21 12:47:37,INSP-UNIT-1,,2.167,7.121,91.372
BATCH-01487,2025-01-25 02:42:28,BIO-FILL-02,37.771,2.291,7.181,92.175
BATCH-01251,2025-01-08 19:35:06,BIO-FILL-03,43.319,2.203,8.112,68.17
BATCH-01519,2025-01-20 18:34:45,BIO-FILL-03,36.936,2.056,7.136,91.069
BATCH-01488,2025-01-19 17:43:15,BIO-FILL-01,29.597,0.675,6.071,65.611
BATCH-01303,2025-01-07 20:50:45,FORM-LINE-B,37.382,2.29,,
BATCH-01350,2025-01-14 19:11:18,FORM-LINE-A,38.253,2.115,7.103,92.782
BATCH-01269,2025-01-09 05:33:35,PACK-LINE-X,38.109,1.993,7.102,
BATCH-01201,2025-01-08 17:06:26,BIO-FILL-01,38.176,1.976,7.152,
BATCH-01161,2025-01-25 07:40:11,INSP-UNIT-1,37.158,2.103,7.121,89.437
BATCH-01043,2025-01-24 23:54:09,FORM-LINE-B,38.578,2.108,7.197,94.817
BATCH-01217,2025-02-01 03:42:56,INSP-UNIT-2,36.979,2.153,6.847,92.596
BATCH-01401,2025-01-06 23:59:06,BIO-FILL-01,37.095,1.952,6.987,92.094
BATCH-01190,2025-01-28 03:16:24,BIO-FILL-02,37.275,2.213,7.055,92.47
BATCH-01309,2025-01-23 04:16:49,BIO-FILL-01,37.252,2.052,7.09,93.114
BATCH-01259,2025-01-13 23:18:45,INSP-UNIT-2,36.912,1.998,7.106,93.143
BATCH-01105,2025-01-19 14:18:57,BIO-FILL-02,37.281,2.116,7.178,93.208
BATCH-01053,2025-01-15 17:28:50,FORM-LINE-A,37.718,2.314,7.066,92.874
BATCH-01389,2025-01-07 02:32:36,BIO-FILL-02,37.232,1.966,7.124,90.48
BATCH-01001,2025-02-01 07:12:35,BIO-FILL-03,37.049,2.116,7.123,92.677
BATCH-01471,2025-01-17 06:38:54,BIO-FILL-02,36.744,2.217,7.063,91.601
BATCH-01359,2025-02-02 17:24:47,PACK-LINE-X,37.453,2.076,6.945,93.343
BATCH-01049,2025-01-13 23:58:15,BIO-FILL-01,,2.112,7.228,91.613
BATCH-01419,2025-01-19 02:46:23,FORM-LINE-B,37.356,1.998,7.103,93.624
BATCH-01080,2025-02-01 11:27:03,BIO-FILL-01,37.029,2.042,7.072,89.047
BATCH-01205,2025-01-18 11:53:03,BIO-FILL-02,36.791,2.029,7.041,92.204
BATCH-01034,2025-02-01 23:55:14,BIO-FILL-02,37.991,2.027,7.12,91.666
BATCH-01430,2025-01-26 19:18:39,BIO-FILL-01,37.443,2.27,7.207,92.786
BATCH-01263,2025-01-15 05:27:12,INSP-UNIT-2,37.225,2.029,7.049,94.243
BATCH-01427,2025-02-03 16:57:03,INSP-UNIT-2,37.196,0.661,,93.186
BATCH-01454,2025-01-20 19:31:34,PACK-LINE-X,37.45,1.98,6.996,91.769
BATCH-01504,2025-01-11 16:23:19,INSP-UNIT-1,37.783,2.087,,91.44
BATCH-01366,2025-01-19 02:47:56,BIO-FILL-01,36.89,2.149,,89.763
BATCH-01091,2025-01-24 00:55:06,FORM-LINE-B,36.938,1.886,7.3,95.476
BATCH-01339,2025-01-24 23:29:38,BIO-FILL-01,37.021,1.978,7.049,92.278
BATCH-01506,2025-01-31 19:27:18,BIO-FILL-01,36.99,2.08,7.195,93.779
BATCH-01052,2025-01-10 17:53:15,FORM-LINE-A,,,7.11,92.901
BATCH-01345,2025-01-25 19:32:32,BIO-FILL-02,37.159,1.836,7.178,
BATCH-01264,2025-01-24 06:30:38,INSP-UNIT-1,36.93,2.064,7.151,92.976
BATCH-01241,2025-01-27 03:12:57,BIO-FILL-02,37.449,0.306,5.72,119.331
BATCH-01013,2025-01-14 21:46:38,BIO-FILL-03,38.347,1.997,7.022,93.136
BATCH-01315,2025-01-10 13:19:34,BIO-FILL-03,37.372,1.982,7.048,93.347
BATCH-01088,2025-01-26 17:43:42,FORM-LINE-A,36.948,2.047,7.153,92.811
BATCH-01387,2025-01-22 01:41:49,FORM-LINE-B,36.976,2.116,7.15,94.176
BATCH-01273,2025-01-24 17:03:16,FORM-LINE-A,37.306,2.111,6.938,92.742
BATCH-01166,2025-01-31 05:38:58,BIO-FILL-01,37.468,2.043,7.098,95.713
BATCH-01328,2025-02-01 23:17:09,BIO-FILL-03,37.542,1.946,7.087,92.618
BATCH-01436,2025-01-11 10:15:38,FORM-LINE-A,37.474,2.167,7.17,91.538
BATCH-01134,2025-01-16 01:42:03,BIO-FILL-01,37.064,2.245,7.258,91.716
BATCH-01306,2025-02-01 06:51:13,FORM-LINE-A,38.163,1.962,7.064,92.848
BATCH-01513,2025-01-11 13:16:46,INSP-UNIT-1,37.575,2.221,7.073,91.614
BATCH-01319,2025-01-12 20:37:12,PACK-LINE-X,37.934,2.154,7.131,89.201
BATCH-01243,2025-01-14 14:59:42,BIO-FILL-03,36.91,1.891,7.159,93.008
BATCH-01054,2025-01-19 21:39:53,FORM-LINE-B,37.385,2.268,7.189,93.244
BATCH-01363,2025-01-10 12:30:42,BIO-FILL-03,36.597,1.81,7.3,91.403
BATCH-01050,2025-01-10 15:16:13,PACK-LINE-X,37.569,1.989,7.014,93.686
BATCH-01486,2025-01-29 10:52:41,BIO-FILL-01,37.151,2.072,7.172,93.778
BATCH-01174,2025-01-21 22:52:49,FORM-LINE-A,37.257,2.091,6.938,94.819
BATCH-01445,2025-01-12 07:04:58,INSP-UNIT-1,37.483,2.084,7.1,90.585
BATCH-01189,2025-01-16 04:28:32,PACK-LINE-X,37.267,2.077,7.145,90.926
BATCH-01000,2025-01-31 19:19:24,INSP-UNIT-2,37.447,2.237,7.008,92.314
BATCH-01463,2025-01-16 14:00:24,FORM-LINE-B,37.81,2.074,7.2,91.183
BATCH-01187,2025-01-07 19:28:18,BIO-FILL-01,36.638,2.01,6.966,94.247
BATCH-01475,2025-01-08 09:22:28,BIO-FILL-01,37.61,2.082,7.167,92.647
BATCH-01169,2025-01-22 02:32:18,BIO-FILL-01,37.952,2.054,7.208,92.442
BATCH-01058,2025-01-11 04:32:25,BIO-FILL-02,36.589,2.058,7.244,89.628
BATCH-01474,2025-01-19 04:00:13,INSP-UNIT-2,37.124,2.188,7.256,95.369
BATCH-01048,2025-01-12 04:47:06,FORM-LINE-B,,2.163,7.017,91.66
BATCH-01344,2025-01-17 18:38:01,INSP-UNIT-1,37.374,2.037,7.129,92.225
BATCH-01235,2025-01-20 08:32:31,PACK-LINE-X,37.098,2.016,6.996,89.55
BATCH-01252,2025-01-07 20:33:01,FORM-LINE-A,37.169,1.813,7.084,93.85
BATCH-01021,2025-01-18 22:50:43,INSP-UNIT-2,36.699,2.033,7.086,94.602
BATCH-01313,2025-01-22 20:54:00,FORM-LINE-B,37.905,2.125,7.078,94.342
BATCH-01459,2025-01-24 00:30:09,PACK-LINE-X,37.116,2.148,7.137,93.091
BATCH-01160,2025-01-17 02:26:32,INSP-UNIT-1,36.847,2.095,7.1,90.762
BATCH-01276,2025-01-09 09:52:26,INSP-UNIT-2,37.405,2.021,7.219,90.818
BATCH-01443,2025-01-14 13:25:38,PACK-LINE-X,36.63,1.96,7.252,94.527
BATCH-01191,2025-01-31 20:16:24,BIO-FILL-02,37.852,1.918,7.333,93.588
BATCH-01385,2025-01-08 20:08:20,INSP-UNIT-1,36.983,2.225,6.948,94.327
BATCH-01293,2025-01-19 10:06:48,BIO-FILL-02,36.664,2.092,6.95,93.64
BATCH-01413,2025-01-24 02:01:58,PACK-LINE-X,37.866,2.162,7.141,94.693
BATCH-01491,2025-01-20 01:11:05,BIO-FILL-02,37.342,2.091,7.233,90.569
BATCH-01343,2025-01-24 22:12:05,PACK-LINE-X,37.113,2.16,7.046,92.256
BATCH-01257,2025-01-22 22:13:56,BIO-FILL-01,37.03,2.179,6.975,92.94
BATCH-01308,2025-01-15 03:00:43,BIO-FILL-02,44.875,2.111,8.348,94.295
BATCH-01130,2025-01-09 06:12:50,INSP-UNIT-2,36.665,2.15,6.996,94.417
BATCH-01099,2025-01-25 18:21:32,FORM-LINE-A,37.671,2.239,7.201,90.052
BATCH-01372,2025-01-30 05:56:53,INSP-UNIT-2,29.352,2.211,8.25,120.96
BATCH-01087,2025-01-15 23:35:57,BIO-FILL-03,36.207,,7.139,92.373
BATCH-01458,2025-01-15 22:47:05,BIO-FILL-01,37.208,2.088,7.036,95.108
BATCH-01330,2025-01-13 02:30:59,BIO-FILL-02,,2.121,7.051,93.711
BATCH-01214,2025-01-14 09:45:31,INSP-UNIT-2,37.284,2.09,7.192,92.065
BATCH-01466,2025-01-26 19:10:01,PACK-LINE-X,37.016,2.112,7.016,93.102
BATCH-01121,2025-01-08 14:15:37,INSP-UNIT-2,36.483,1.972,7.038,92.539
BATCH-01020,2025-01-09 02:52:16,PACK-LINE-X,37.391,,7.297,89.59
BATCH-01071,2025-01-13 09:47:33,FORM-LINE-A,37.015,2.354,,91.915
BATCH-01106,2025-01-10 10:25:52,FORM-LINE-A,36.613,2.009,7.028,92.618
BATCH-01270,2025-01-12 16:44:48,PACK-LINE-X,36.807,,7.081,93.979
BATCH-01435,2025-01-12 19:43:41,BIO-FILL-02,36.996,1.947,,
BATCH-01102,2025-01-23 23:35:31,FORM-LINE-A,37.902,2.04,7.23,91.559
